調達機関名,課所名,調達案件名称,入札方式,開札日,年度,設計額,予定価格,調査基準価格,落札金額,落札業者名,参加業者数,分野分類,不調,落札率,調査価格率
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,東浦和地区説明会資料作成等業務,指名競争入札,2026-05-19,2026,,,,3300000,昭和株式会社 埼玉支社,5,発注者支援,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,ＪＣＨＯさいたま北部医療センター跡地周辺道路詳細設計等業務,指名競争入札,2026-05-14,2026,6000000,6000000,4732000,4733000,塩川設計測量株式会社 本店,6,道路,false,0.789,0.789
さいたま市,さいたま市 財政局契約管理部 契約課,浦和東部第一特定土地区画整理事業 道路詳細設計等業務（Ｒ８）,指名競争入札,2026-05-14,2026,6730000,6730000,5349000,5349000,株式会社ジェーエステック 本店,7,道路,false,0.795,0.795
さいたま市,さいたま市 財政局契約管理部 契約課,大門下野田特定土地区画整理事業 道路詳細設計等業務（Ｒ８）,指名競争入札,2026-05-14,2026,6990000,6990000,5547000,5547000,株式会社日本水工コンサルタント 関東支店,7,道路,false,0.794,0.794
さいたま市,さいたま市 財政局契約管理部 契約課,岩槻駅西口土地区画整理事業 境堀排水路詳細設計業務（Ｒ８）,指名競争入札,2026-05-14,2026,7230000,7230000,5804000,6980000,サンコーコンサルタント株式会社 北関東支店,6,都市計画,false,0.965,0.803
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その３）の実施設計,指名競争入札,2026-05-14,2026,4130000,4130000,3315000,3315000,株式会社東都コンサルタント 本店,5,上水道,false,0.803,0.803
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その１）の実施設計,指名競争入札,2026-05-14,2026,3430000,3430000,2753000,3200000,トーカイテック株式会社 本店,5,上水道,false,0.933,0.803
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その２）の実施設計,指名競争入札,2026-05-14,2026,4110000,4110000,3227000,3880000,共進調査設計株式会社 本店,5,上水道,false,0.944,0.785
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その１）の実施設計,指名競争入札,2026-05-14,2026,4540000,4540000,3643000,3643000,カツミテクノ株式会社 本店,5,上水道,false,0.802,0.802
さいたま市,さいたま市 建設局南部建設事務所 河川整備課,河川管理施設等構造照査業務（南河単契R8）,指名競争入札,2026-05-12,2026,,,,3300000,東京コンサルタンツ株式会社 さいたま事務所,8,河川・砂防,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,東浦和第二土地区画整理事業 仮換地指定変更及び杭打測量業務［単価契約R8］,指名競争入札,2026-05-12,2026,,,,505000,株式会社日測 埼玉支店,9,測量,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,浦和東部第一特定土地区画整理事業 駅前街区保留地公募支援等業務,指名競争入札,2026-05-12,2026,,,,4500000,株式会社ＵＲリンケージ 埼玉事務所,5,都市計画,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,南与野駅西口土地区画整理事業 換地設計修正外業務（Ｒ８単契）,随意契約,2026-05-12,2026,,,,,,3,都市計画,true,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,与野駅西口土地区画整理事業 換地設計修正外業務（Ｒ８単契）,随意契約,2026-05-12,2026,,,,,,3,都市計画,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ８－８０１）,随意契約,2026-05-11,2026,2880000,2880000,,,,1,下水道,true,,
さいたま市,さいたま市 都市局交通政策部 （都市局交通政策部）,令和８年度さいたま市バリアフリー基本構想推進分析業務,指名競争入札,2026-05-08,2026,4540000,4540000,3644000,4100000,八千代エンジニヤリング株式会社 関東センター,5,都市計画,false,0.903,0.803
さいたま市,さいたま市 建設局下水道河川部 （建設局下水道河川部）,下水道管路施設データベース更新業務（下維-R8-S101）,指名競争入札,2026-05-07,2026,,,,13500000,株式会社ＮＪＳ 関東事務所,10,下水道,false,,
さいたま市,さいたま市 建設局道路部 （建設局道路部）,さいたま市道路整備計画推進業務（R8）,指名競争入札,2026-05-01,2026,,,,10600000,一般財団法人計量計画研究所 本店,10,道路,false,,
さいたま市,さいたま市 建設局道路部 （建設局道路部）,道路政策検討支援業務（R8）,指名競争入札,2026-05-01,2026,,,,18600000,株式会社福山コンサルタント 埼玉営業所,8,道路,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,大門下野田特定土地区画整理事業 換地修正・画地確定測量外業務（R8単契）,随意契約,2026-04-30,2026,,,,,,4,測量,true,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,浦和東部第一特定土地区画整理事業 換地修正・画地確定測量外業務（R8単契）,指名競争入札,2026-04-30,2026,,,,470000,昭和株式会社 埼玉支社,8,測量,false,,
さいたま市,さいたま市 都市局交通政策部 （都市局交通政策部）,令和８年度バス路線再編計画検討業務,指名競争入札,2026-04-30,2026,10050000,10050000,8068000,8080000,株式会社福山コンサルタント 埼玉営業所,8,道路,false,0.804,0.803
さいたま市,さいたま市 都市局交通政策部 （都市局交通政策部）,令和８年度コミュニティバス等導入支援業務,指名競争入札,2026-04-30,2026,5530000,5530000,4439000,4450000,八千代エンジニヤリング株式会社 関東センター,8,都市計画,false,0.805,0.803
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和８年度 駅前賑わい拠点まちづくり検討業務,指名競争入札,2026-04-24,2026,,,,12980000,株式会社国際開発コンサルタンツ 北関東事務所,8,都市計画,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和８年度大宮駅グランドセントラルステーション化構想推進業務,指名競争入札,2026-04-24,2026,,,,35700000,パシフィックコンサルタンツ株式会社 埼玉事務所,9,都市計画,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業概略設計業務（北建-R8-902）,指名競争入札,2026-04-22,2026,,,,3450000,株式会社ＧＩＳ関東 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業概略設計業務（北建-R8-951）,指名競争入札,2026-04-22,2026,,,,3350000,共和コンサルタント株式会社 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業施工監理業務（北建-R8-901）,指名競争入札,2026-04-22,2026,,,,16200000,株式会社高島テクノロジーセンター 埼玉営業所,10,下水道,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 換地修正・画地確定測量外業務（R8-1単契）,指名競争入札,2026-04-21,2026,,,,452000,東日本総合計画株式会社 本店,5,測量,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道建設課,下水道事業施工監理業務（南建-R8-901）,指名競争入札,2026-04-21,2026,,,,15600000,株式会社シーエスエンジニアズ 本店,10,下水道,false,,
さいたま市,さいたま市 建設局道路部 （建設局道路部）,令和８年度冠水センサ情報配信機能改修業務,随意契約,2026-04-20,2026,,,,,,1,道路,true,,
さいたま市,さいたま市 財政局財政部 （財政局財政部）,さいたま市未利用公有財産利活用可能性調査等業務,指名競争入札,2026-04-16,2026,,,,7100000,大日本ダイヤコンサルタント株式会社 関東支社,6,測定・検査・調査,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,発注者支援業務（R8北建道建）,指名競争入札,2026-04-15,2026,,,,18000000,株式会社ＵＲリンケージ 埼玉事務所,10,発注者支援,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,発注者支援業務（Ｒ８南建道建）,指名競争入札,2026-04-14,2026,,,,19600000,株式会社ＵＲリンケージ 埼玉事務所,10,発注者支援,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,貯留施設監視システム保守運用業務（下計-R8-2）,随意契約,2026-03-24,2025,,,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）指扇１号街区公園実施設計業務（補）,指名競争入札,2026-03-19,2025,7760000,7760000,6170000,6170000,株式会社中央測地 本店,6,公園・緑地,false,0.795,0.795
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）大門第二跨線橋補修・耐震補強詳細設計業務（Ｒ８）（ゼロ債）,一般競争入札（ダイレクト入札）,2026-03-19,2025,17730000,17730000,14173000,14641000,株式会社日本構造橋梁研究所 埼玉営業所,15,橋梁,false,0.826,0.799
さいたま市,さいたま市 財政局契約管理部 契約課,別所沼落橋外３橋補修設計業務（補）,一般競争入札（ダイレクト入札）,2026-03-19,2025,21800000,21800000,17516000,17516000,セントラルコンサルタント株式会社 北関東営業所,49,橋梁,false,0.803,0.803
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業詳細設計業務（北建-R7-804）,随意契約,2026-03-17,2025,,,,,,1,下水道,true,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,水位情報システム保守運用業務（河R8）,随意契約,2026-03-16,2025,,,,,,1,設備設計,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,橋戸橋耐震補強設計業務（ゼロ債）,指名競争入札,2026-03-13,2025,6000000,6000000,4816000,5690000,セントラルコンサルタント株式会社 北関東営業所,6,橋梁,false,0.948,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）田島大牧線（太田窪工区）残地公園実施設計業務（補）,指名競争入札,2026-03-13,2025,6480000,6480000,5141000,5730000,株式会社彩都コンサルタント 本店,6,公園・緑地,false,0.884,0.793
さいたま市,さいたま市 財政局契約管理部 契約課,大進橋外３橋補修設計業務（補）,一般競争入札（ダイレクト入札）,2026-03-12,2025,9500000,9500000,7624000,7624000,株式会社日建技術コンサルタント 埼玉事務所,45,橋梁,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,新切橋補修設計業務（補）,一般競争入札（ダイレクト入札）,2026-03-12,2025,16450000,16450000,13214000,13214000,協和設計株式会社 さいたま営業所,37,橋梁,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）下水道事業詳細設計業務（北建－Ｒ７－８５３）,一般競争入札（ダイレクト入札）,2026-03-12,2025,18010000,18010000,14453000,14453000,株式会社セリオス 埼玉営業所,7,下水道,false,0.802,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）（仮称）大宮西部近隣公園実施設計業務（補）,一般競争入札（ダイレクト入札）,2026-03-12,2025,30410000,30410000,24395000,24396000,株式会社彩都コンサルタント 本店,10,公園・緑地,false,0.802,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,八王子公園遊具更新実施設計業務（補）,指名競争入札,2026-03-10,2025,2980000,2980000,2333000,2800000,株式会社彩都コンサルタント 本店,5,公園・緑地,false,0.94,0.783
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－５１）の実施設計,指名競争入札,2026-03-06,2025,7120000,7120000,5714000,5714000,株式会社中央測地 本店,7,上水道,false,0.803,0.803
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４９）の実施設計,指名競争入札,2026-03-06,2025,6410000,6410000,5142000,6000000,冨洋設計株式会社 さいたま営業所,7,上水道,false,0.936,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－５０）の実施設計,指名競争入札,2026-03-06,2025,7190000,7190000,5769000,5769000,新都市設計株式会社 さいたま営業所,7,上水道,false,0.802,0.802
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業基本設計工法検討業務（北建-R7-953）,指名競争入札,2026-03-03,2025,,,,4400000,株式会社日本水工コンサルタント 関東支店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業概略設計業務（北建-R7-904）,指名競争入札,2026-03-03,2025,,,,4000000,株式会社エース 埼玉営業所,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,産業道路天沼工区道路詳細設計業務（R7）,指名競争入札,2026-03-03,2025,,,,2900000,株式会社彩都コンサルタント 本店,8,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）準用河川上院川詳細修正設計業務（北河Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2026-02-26,2025,10940000,10940000,8779000,8780000,セントラルコンサルタント株式会社 北関東営業所,16,河川・砂防,false,0.803,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）耐震性防火水槽設置工事に伴う詳細設計業務（Ｒ８）（ゼロ債）,一般競争入札（ダイレクト入札）,2026-02-26,2025,16720000,16720000,13418000,15100000,株式会社日本水工コンサルタント 関東支店,10,その他,false,0.903,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）産業道路駒場工区道路詳細設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2026-02-26,2025,27790000,27790000,22307000,22524000,株式会社ニュージェック 埼玉事務所,32,道路,false,0.811,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,大宮西部３号緑地外実施設計業務（補）,指名競争入札,2026-02-20,2025,4330000,4330000,3446000,4100000,株式会社ＧＩＳ関東 本店,5,公園・緑地,false,0.947,0.796
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）土呂農住特定１号公園実施設計業務（補）,指名競争入札,2026-02-20,2025,6190000,6190000,4960000,5480000,株式会社宮原設計測量 本店,6,公園・緑地,false,0.885,0.801
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業改築実施設計業務（北再－Ｒ７－５０４）,一般競争入札（ダイレクト入札）,2026-02-19,2025,11600000,11600000,9309000,9309000,株式会社関東工社 本店,10,下水道,false,0.802,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業耐震実施設計業務（南再－Ｒ７－５５６）,一般競争入札（ダイレクト入札）,2026-02-19,2025,21170000,21170000,16990000,16990000,株式会社山本設計 本店,8,下水道,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,柏崎排水路詳細設計業務（北河Ｒ８）（ゼロ債）,指名競争入札,2026-02-13,2025,2810000,2810000,2256000,2650000,株式会社光エンジニアリング 本店,5,下水道,false,0.943,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,準用河川新川詳細設計業務（北河Ｒ８）（ゼロ債）,指名競争入札,2026-02-13,2025,2810000,2810000,2256000,2770000,株式会社協和コンサルタンツ 関東営業所,5,河川・砂防,false,0.986,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,準用河川黒谷川詳細設計業務（北河Ｒ８）（ゼロ債）,指名競争入札,2026-02-13,2025,3640000,3640000,2923000,3540000,株式会社日本設計コンサルタント 本店,5,河川・砂防,false,0.973,0.803
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,東岩槻第2排水区既設水路等水理解析業務（北建-R7-952）,指名競争入札,2026-02-12,2025,,,,3980000,株式会社シーエスエンジニアズ 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,岩槻第1-2処理分区外整備方針検討業務（北建-R7-902）,指名競争入札,2026-02-12,2025,,,,4300000,株式会社ＮＪＳ 関東事務所,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,浸水対策概略設計業務（北建-R7-951）,指名競争入札,2026-02-12,2025,,,,4100000,株式会社ＧＩＳ関東 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業基本設計工法検討業務（北建-R7-903）,指名競争入札,2026-02-12,2025,,,,3780000,株式会社シーエスエンジニアズ 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 河川整備課,宮前川工法検討業務（北河R8）（ゼロ債）,指名競争入札,2026-02-12,2025,,,,8550000,株式会社日本水工コンサルタント 関東支店,8,河川・砂防,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,自転車通行環境詳細設計業務（主要地方道さいたま春日部線外７路線）（ゼロ債）,一般競争入札（ダイレクト入札）,2026-02-10,2025,10530000,10530000,8452000,8452000,トーカイテック株式会社 本店,15,道路,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,自転車通行環境詳細設計業務（主要地方道さいたま鴻巣線外１２路線）（ゼロ債）,一般競争入札（ダイレクト入札）,2026-02-10,2025,11590000,11590000,9301000,9301000,株式会社中央測地 本店,14,道路,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,道路等詳細修正設計業務（主要地方道さいたま幸手線・Ｒ８）（ゼロ債）,一般競争入札（ダイレクト入札）,2026-02-10,2025,13430000,13430000,10591000,10591000,協和設計株式会社 さいたま営業所,28,道路,false,0.789,0.789
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）準用河川新川橋梁詳細設計業務（北河Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2026-02-10,2025,53340000,53340000,42731000,42731000,セントラルコンサルタント株式会社 北関東営業所,28,橋梁,false,0.801,0.801
さいたま市,さいたま市 財政局契約管理部 契約課,ゾーン３０プラス整備設計業務（南部Ｒ８）（ゼロ債）,指名競争入札,2026-02-06,2025,3340000,3340000,2683000,3100000,共和コンサルタント株式会社 本店,5,道路,false,0.928,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,ゾーン３０プラス整備設計業務（北部Ｒ８）（ゼロ債）,指名競争入札,2026-01-30,2025,4410000,4410000,3539000,4050000,カツミテクノ株式会社 本店,5,道路,false,0.918,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（北建－Ｒ７－８５２）,随意契約,2026-01-30,2025,4410000,4410000,,,,1,下水道,true,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,大宮岩槻線1工区電線共同溝管路橋検討業務（R7）,指名競争入札,2026-01-28,2025,,,,17600000,セントラルコンサルタント株式会社 北関東営業所,10,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路安全対策課,大栄橋耐震補強施工検討業務（ゼロ債）,指名競争入札,2026-01-28,2025,,,,44000000,株式会社長大 北関東支店,10,橋梁,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路安全対策課,中野橋外２橋耐震補強検討業務（ゼロ債）,指名競争入札,2026-01-28,2025,,,,16500000,セントラルコンサルタント株式会社 北関東営業所,10,橋梁,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,河川管理資料整理業務（河R7）,随意契約,2026-01-14,2025,,,,,,4,河川・砂防,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）下水道事業実施設計業務（南建－Ｒ７－１０５）,一般競争入札（ダイレクト入札）,2026-01-13,2025,17190000,17190000,13796000,13796000,株式会社光エンジニアリング 本店,8,下水道,false,0.803,0.803
さいたま市,さいたま市 建設局南部建設事務所 下水道再整備課,下水道事業設計積算検討業務（南再-R7-801）,随意契約,2026-01-13,2025,,,,,,4,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業実施設計業務（南建－Ｒ７－１０４）,指名競争入札,2026-01-09,2025,4560000,4560000,3661000,3661000,シーエスコンサルタント株式会社 本店,6,下水道,false,0.803,0.803
さいたま市,さいたま市 水道局業務部 管財課,東部幹線２系ルート（東部配水場南側工区）の実施設計,指名競争入札,2026-01-08,2025,5370000,5370000,4310000,4310000,共和コンサルタント株式会社 本店,7,上水道,false,0.803,0.803
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和７年度大宮駅周辺開発促進方策等検討業務,指名競争入札,2025-12-25,2025,,,,4000000,株式会社上野計画事務所 本店,5,都市計画,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,元町三室線三室工区道路予備修正設計外業務（Ｒ７）,指名競争入札,2025-12-23,2025,,,,3800000,株式会社長大 北関東支店,8,道路,false,,
さいたま市,さいたま市 都市局交通政策部 （都市局交通政策部）,令和7年度 交通結節点基礎調査業務,指名競争入札,2025-12-17,2025,4500000,4500000,3613000,4300000,株式会社エイト日本技術開発 北関東支店,5,道路,false,0.956,0.803
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和7年度氷川参道歩行者・自転車運用ルール策定支援業務,指名競争入札,2025-12-17,2025,,,,1480000,株式会社エイト日本技術開発 北関東支店,5,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）道場三室線本太工区道路詳細設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-12-16,2025,86030000,86030000,69051000,69070000,八千代エンジニヤリング株式会社 関東センター,13,道路,false,0.803,0.803
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 換地修正・画地確定測量外業務（R7-3単契）,指名競争入札,2025-12-16,2025,,,,426000,東日本総合計画株式会社 本店,5,測量,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,道路照明施設詳細修正設計業務（市道Ｅ９６号線）,指名競争入札,2025-12-09,2025,5650000,5650000,4536000,5400000,トーカイテック株式会社 本店,6,道路,false,0.956,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,産業道路原山２工区外道路詳細設計業務（Ｒ７）（２債）,指名競争入札,2025-12-02,2025,7190000,7190000,5772000,6400000,株式会社エイト日本技術開発 北関東支店,6,道路,false,0.89,0.803
さいたま市,さいたま市 建設局南部建設事務所 道路維持課,道路修繕工事施工監理業務（南部Ｒ７）,指名競争入札,2025-11-25,2025,,,,1800000,株式会社日本設計コンサルタント 本店,8,道路,false,,
さいたま市,さいたま市 都市局都市計画部 （都市局都市計画部）,令和７年度さいたま市景観計画改定業務,指名競争入札,2025-11-20,2025,,,,2850000,八千代エンジニヤリング株式会社 関東センター,5,都市計画,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,岩槻駅西口駅前通り線道路詳細修正設計業務（Ｒ７）,指名競争入札,2025-11-18,2025,4110000,4110000,3298000,3900000,セントラルコンサルタント株式会社 北関東営業所,5,道路,false,0.949,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）産業道路上木崎工区道路詳細設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-11-13,2025,29970000,29970000,24057000,25622000,株式会社ジャパックス 埼玉営業所,23,道路,false,0.855,0.803
さいたま市,さいたま市 建設局南部建設事務所 道路維持課,高低差処理調査検討業務（市道Ｎ－３６８号線）,指名競争入札,2025-11-11,2025,,,,2670000,埼玉コンサルタント株式会社 本店,8,道路,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道管路施設におけるウォーターPPP導入に係るアドバイザリー業務（下維-R7-S102）,指名競争入札,2025-11-11,2025,,,,30490000,株式会社長大 北関東支店,10,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S312）,指名競争入札,2025-11-10,2025,,,,5100000,株式会社関東工社 本店,7,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S311）,指名競争入札,2025-11-10,2025,,,,4800000,株式会社シーエスエンジニアズ 本店,7,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S310）,指名競争入札,2025-11-10,2025,,,,4959000,シーエスコンサルタント株式会社 本店,7,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S309）,指名競争入札,2025-11-10,2025,,,,5200000,オリジナル設計株式会社 埼玉営業所,7,下水道,false,,
さいたま市,さいたま市 水道局業務部 管財課,排水ポンプ更新工事（東部・西部・南部・深作・南下新井配水場）の実施設計,一般競争入札（ダイレクト入札）,2025-11-06,2025,11960000,11960000,9594000,11500000,冨洋設計株式会社 さいたま営業所,4,下水道,false,0.962,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,高沼用水路東縁護岸更新詳細設計業務（南河Ｒ７）,一般競争入札（ダイレクト入札）,2025-11-06,2025,11170000,11170000,8855000,8857000,株式会社道路建設コンサルタント 埼玉営業所,10,河川・砂防,false,0.793,0.793
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）排水路詳細設計業務（北河Ｒ７）,一般競争入札（ダイレクト入札）,2025-11-06,2025,12630000,12630000,10075000,10395000,株式会社ジェーエステック 本店,8,下水道,false,0.823,0.798
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）道場三室線栄和工区道路詳細設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-11-06,2025,38970000,38970000,31262000,31280000,株式会社福山コンサルタント 埼玉営業所,18,道路,false,0.803,0.802
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,大宮岩槻線芝川工区取付道路道路予備修正設計業務（R7）,指名競争入札,2025-11-05,2025,,,,7050000,セントラルコンサルタント株式会社 北関東営業所,10,道路,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,大宮岩槻線大和田工区交差点詳細設計業務（R7）,指名競争入札,2025-11-05,2025,,,,2063000,セントラルコンサルタント株式会社 北関東営業所,8,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,東徳力調節池詳細修正設計業務（北河Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-10-30,2025,26260000,26260000,21080000,21080000,サンコーコンサルタント株式会社 北関東支店,13,河川・砂防,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）大宮岩槻線芝川工区道路詳細修正設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-10-30,2025,29910000,29910000,24005000,24005000,セントラルコンサルタント株式会社 北関東営業所,13,道路,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,下水道緊急実施設計業務（単契南管－Ｒ７－Ｓ１１１）,指名競争入札,2025-10-28,2025,2529394,2529394,1518000,2520000,株式会社ジェーエステック 本店,6,下水道,false,0.996,0.6
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（北建－Ｒ７－８０３）,随意契約,2025-10-28,2025,4040000,4040000,,,,1,下水道,true,,
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４７）の実施設計,一般競争入札（ダイレクト入札）,2025-10-23,2025,10250000,10250000,8171000,8171000,株式会社英設計事務所 埼玉支店,6,上水道,false,0.797,0.797
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S302）,指名競争入札,2025-10-21,2025,,,,,,7,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,道路照明施設改修設計業務（南Ｒ７）,指名競争入札,2025-10-21,2025,2540000,2540000,2040000,2280000,株式会社日本設計コンサルタント 本店,5,道路,false,0.898,0.803
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S307）,指名競争入札,2025-10-21,2025,,,,4940000,株式会社関東工社 本店,7,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道特別重点調査業務（下維-R7-S305）,指名競争入札,2025-10-21,2025,,,,4141000,株式会社シーエスエンジニアズ 本店,7,下水道,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道管理課,鴨川第45処理分区下水道誤接続調査業務（南管-R7-S713）,指名競争入札,2025-10-14,2025,,,,3200000,トーカイテック株式会社 本店,8,下水道,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道管理課,南部第７処理分区下水道誤接続調査業務（南管-R7-S712）,指名競争入札,2025-10-14,2025,,,,4050000,株式会社関東工社 本店,8,下水道,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道管理課,南部第７処理分区下水道誤接続調査業務（南管-R7-S711）,指名競争入札,2025-10-14,2025,,,,4000000,株式会社関東工社 本店,8,下水道,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,道路詳細設計業務（大宮岩槻線・七里駅入口交差点）（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-10-09,2025,21160000,21160000,16984000,16984000,株式会社テイコク さいたま営業所,40,道路,false,0.803,0.803
