調達機関名,課所名,調達案件名称,入札方式,開札日,年度,設計額,予定価格,調査基準価格,落札金額,落札業者名,参加業者数,分野分類,不調,落札率,調査価格率
さいたま市,さいたま市 建設局南部建設事務所 下水道再整備課,下水道事業耐震診断業務（南再-R7-652）,指名競争入札,2025-05-27,2025,,,,16480000,共和コンサルタント株式会社 本店,10,下水道,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,大和田駅舎改修に伴う基本設計等業務,指名競争入札,2025-05-27,2025,,,,24360000,東日本総合計画株式会社 本店,9,都市計画,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,東浦和地区都市基盤整備状況調査等業務,指名競争入札,2025-05-27,2025,4040000,4040000,,3900000,昭和株式会社 埼玉支社,5,測定・検査・調査,false,0.965,
さいたま市,さいたま市 建設局南部建設事務所 下水道再整備課,下水道事業耐震診断業務（南再-R7-651）,指名競争入札,2025-05-27,2025,,,,14653000,株式会社シーエスエンジニアズ 本店,10,下水道,false,,
さいたま市,さいたま市 建設局南部建設事務所 河川整備課,河川管理施設等構造照査業務（南河単契R7）,指名競争入札,2025-05-27,2025,,,,3200000,東京コンサルタンツ株式会社 さいたま事務所,8,河川・砂防,false,,
さいたま市,さいたま市 建設局建築部 （建設局建築部）,さいたま市市営住宅等長寿命化計画改定業務,指名競争入札,2025-05-26,2025,,,,4890000,株式会社協和コンサルタンツ 関東営業所,10,その他,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,既存防火水槽長寿命化工事に伴う詳細設計業務（Ｒ７）,一般競争入札（ダイレクト入札）,2025-05-23,2025,12580000,12580000,10103000,11300000,株式会社日本水工コンサルタント 関東支店,11,その他,false,0.898,0.803
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,社会資本総合整備計画書作成業務（下計-R7-4）,指名競争入札,2025-05-23,2025,,,,11000000,日本水工設計株式会社 関東事務所,10,下水道,false,,
さいたま市,さいたま市 都市局みどり公園推進部 （都市局みどり公園推進部）,南部エリアレジャープール基本計画策定等支援業務（ゼロ債）,指名競争入札,2025-05-22,2025,,,15135000,17998000,株式会社オリエンタルコンサルタンツ 埼玉事務所,8,公園・緑地,false,,
さいたま市,さいたま市 都市局みどり公園推進部 （都市局みどり公園推進部）,令和７年度 さいたま市緑の基本計画リーディングプロジェクト検討業務,指名競争入札,2025-05-22,2025,,,4425000,4425000,株式会社建設技術研究所 関東事務所,8,公園・緑地,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,さいたま市水防計画書更新業務（河R7）,指名競争入札,2025-05-22,2025,,,,4300000,株式会社東京シビルコンサルタント 埼玉営業所,8,防災,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,第二産業道路東大宮工区整備効果検討業務（R7）,指名競争入札,2025-05-22,2025,,,,20990000,セントラルコンサルタント株式会社 北関東営業所,10,道路,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度路面性状調査業務,指名競争入札,2025-05-22,2025,,,,15500000,ニチレキ株式会社 埼玉営業所,10,道路,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度路面下空洞調査業務,指名競争入札,2025-05-22,2025,,,,22755000,応用地質株式会社 東京事務所,10,道路,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度さいたま市道路照明施設等調査業務,指名競争入札,2025-05-22,2025,,,,5900000,株式会社パスコ さいたま支店,10,道路,false,,
さいたま市,さいたま市 水道局業務部 管財課,負担金工事（七里駅北側特定土地区画整理事業）及び負担金工事（大和田特定土地区画整理事業）及び負担金工事（指扇土地区画整理事業）の実施設計,指名競争入札,2025-05-22,2025,3710000,3710000,2976000,2976000,株式会社ＧＩＳ関東 本店,5,都市計画,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,負担金工事（島町西部土地区画整理事業）の実施設計,指名競争入札,2025-05-22,2025,3870000,3870000,3104000,3104000,株式会社山本設計 本店,5,都市計画,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その２）の実施設計,指名競争入札,2025-05-22,2025,3880000,3880000,3114000,3650000,株式会社関東工社 本店,5,上水道,false,0.941,0.803
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その３）の実施設計,指名競争入札,2025-05-22,2025,3900000,3900000,3130000,3700000,株式会社中央測地 本店,5,上水道,false,0.949,0.803
さいたま市,さいたま市 都市局都市計画部 （都市局都市計画部）,令和７年度 さいたま市防災都市づくり計画推進業務,指名競争入札,2025-05-22,2025,,,,6000000,株式会社エイト日本技術開発 北関東支店,8,防災,false,,
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その１）の実施設計,指名競争入札,2025-05-22,2025,3880000,3880000,3114000,3114000,株式会社東都コンサルタント 本店,5,上水道,false,0.803,0.803
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,貯留施設監視システム保守運用業務（下計-R7-3）,随意契約,2025-05-22,2025,,,,,,1,下水道,true,,
さいたま市,さいたま市 水道局業務部 管財課,老第３９２４号布設替工事の修正設計,指名競争入札,2025-05-22,2025,2110000,2110000,1694000,2050000,株式会社東朋エンジニアリング さいたま営業所,5,上水道,false,0.972,0.803
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,一の宮通り道路整備検討業務（R07）,指名競争入札,2025-05-21,2025,,,,4350000,株式会社エイト日本技術開発 北関東支店,5,道路,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,沿道整備街路事業検討業務（R7-2）,随意契約,2025-05-21,2025,,,,,,3,道路,true,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,沿道整備街路事業検討業務（R7-1）,指名競争入札,2025-05-21,2025,,,,11500000,株式会社国際開発コンサルタンツ 北関東事務所,8,道路,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,武蔵浦和駅第７－１街区まちづくり支援業務（Ｒ７）,指名競争入札,2025-05-20,2025,,,,3600000,中央コンサルタンツ株式会社 北関東事務所,5,都市計画,false,,
さいたま市,さいたま市 建設局建築部 （建設局建築部）,さいたま市建築物耐震改修促進計画策定支援業務,指名競争入札,2025-05-20,2025,,,,3700000,国際航業株式会社 埼玉支店,8,その他,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）内谷五丁目公園実施設計業務（補）,一般競争入札（ダイレクト入札）,2025-05-16,2025,10270000,10270000,8232000,8232000,東日本総合計画株式会社 本店,9,公園・緑地,false,0.802,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,荒川総合運動公園通りラバーダム改修実施設計業務,指名競争入札,2025-05-15,2025,2830000,2830000,2272000,2680000,株式会社宮原設計測量 本店,7,河川・砂防,false,0.947,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,さぎ山記念公園給水管更新実施設計業務（補）,指名競争入札,2025-05-15,2025,3450000,3450000,2724000,3280000,株式会社彩都コンサルタント 本店,7,公園・緑地,false,0.951,0.79
さいたま市,さいたま市 財政局契約管理部 契約課,与野本町駅前公園遊具広場実施設計業務,指名競争入札,2025-05-15,2025,3520000,3520000,2775000,3340000,塩川設計測量株式会社 本店,7,公園・緑地,false,0.949,0.788
さいたま市,さいたま市 財政局契約管理部 契約課,耐震性防火水槽設置工事に伴う詳細設計業務（Ｒ７）,指名競争入札,2025-05-15,2025,6110000,6110000,4905000,5750000,株式会社日本水工コンサルタント 関東支店,6,その他,false,0.941,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ７－８５２）,随意契約,2025-05-15,2025,2130000,2130000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（北建－Ｒ７－８０２）,随意契約,2025-05-15,2025,2990000,2990000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（北建－Ｒ７－８０１）,随意契約,2025-05-15,2025,4410000,4410000,,,,1,下水道,true,,
さいたま市,さいたま市 都市局都市計画部 （都市局都市計画部）,環境空間整備基本計画作成業務,指名競争入札,2025-05-15,2025,,,,3650000,株式会社エイト日本技術開発 北関東支店,5,都市計画,false,,
さいたま市,さいたま市 水道局業務部 管財課,東浦和浄水場第４号取水井さく井工事の実施設計,一般競争入札（ダイレクト入札）,2025-05-15,2025,14850000,14850000,11913000,12000000,株式会社エフウォーターマネジメント 埼玉事務所,6,上水道,false,0.808,0.802
さいたま市,さいたま市 建設局南部建設事務所 道路安全対策課,C-3号橋外1橋補修設計業務（補）,指名競争入札,2025-05-13,2025,,,,21300000,株式会社長大 北関東支店,10,橋梁,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）（仮称）大谷稲荷公園実施設計業務（補）,一般競争入札（ダイレクト入札）,2025-05-13,2025,12380000,12380000,9850000,9850000,埼玉測量設計株式会社 本店,6,公園・緑地,false,0.796,0.796
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 西大宮駅南口駅前広場道路予備修正設計業務（R7）,指名競争入札,2025-05-13,2025,,,,3300000,共和コンサルタント株式会社 本店,5,道路,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,与野本町駅西口駅前広場の改善に係る検討業務,指名競争入札,2025-05-13,2025,7600000,7600000,,6900000,株式会社エイト日本技術開発 北関東支店,8,公園・緑地,false,0.908,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,南与野駅西口土地区画整理事業 事業計画変更図書等作成業務,指名競争入札,2025-05-13,2025,,,,11000000,株式会社オオバ 北関東支店,8,都市計画,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇中央通線 電線共同溝予備設計業務（R7）,指名競争入札,2025-05-13,2025,,,,6398000,株式会社エイト日本技術開発 北関東支店,8,道路,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,道場三室線引継図書作成業務（Ｒ７）,指名競争入札,2025-05-13,2025,,,,4000000,開発虎ノ門コンサルタント株式会社 埼玉事務所,8,その他,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,一般国道４６３号越谷浦和バイパス鶴巻ランプ橋梁詳細修正設計業務（Ｒ７）,指名競争入札,2025-05-13,2025,,,,11900000,株式会社ＵＲリンケージ 埼玉事務所,10,橋梁,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,一般国道４６３号越谷浦和バイパス鶴巻ランプ道路修正設計業務（Ｒ７）,指名競争入札,2025-05-13,2025,,,,4350000,セントラルコンサルタント株式会社 北関東営業所,8,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）大門上・下野田特定３号公園実施設計業務（補）,指名競争入札,2025-05-09,2025,7250000,7250000,5763000,6850000,埼玉コンサルタント株式会社 本店,6,公園・緑地,false,0.945,0.795
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）浦和内谷教職員住宅跡地公園実施設計業務（補）,指名競争入札,2025-05-09,2025,7820000,7820000,6229000,7400000,株式会社中央測地 本店,6,公園・緑地,false,0.946,0.797
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ７－８５１）,随意契約,2025-05-09,2025,2780000,2780000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ７－８５３）,随意契約,2025-05-09,2025,4500000,4500000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,天沼町歩道橋外３橋補修設計業務（補）,一般競争入札（ダイレクト入札）,2025-05-08,2025,10060000,10060000,8075000,8075000,株式会社間瀬コンサルタント 北関東営業所,45,橋梁,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,築越橋外２橋補修設計業務（補）,一般競争入札（ダイレクト入札）,2025-05-08,2025,15660000,15660000,12581000,12581000,株式会社オオバ 北関東支店,44,橋梁,false,0.803,0.803
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,東浦和第二土地区画整理事業 仮換地指定変更及び杭打測量業務［単価契約R7］,指名競争入札,2025-05-07,2025,,,,483000,株式会社日測 埼玉支店,9,測量,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業詳細設計業務（北建-R6-403）,随意契約,2025-05-07,2025,,,,,,1,下水道,true,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,三橋中央通線三橋工区電線共同溝台帳作成業務（R7）,指名競争入札,2025-05-07,2025,,,,8000000,株式会社ＧＩＳ関東 本店,10,道路,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,南大通東線天沼工区施工展開検討業務（R7）,指名競争入札,2025-05-07,2025,,,,4200000,開発虎ノ門コンサルタント株式会社 埼玉事務所,8,その他,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,冠水センサ情報配信機能改修業務,随意契約,2025-05-02,2025,,,,,,1,道路,true,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,道路政策検討支援業務（R7）,指名競争入札,2025-05-02,2025,,,,10700000,株式会社福山コンサルタント 埼玉営業所,8,道路,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,さいたま市道路特定事業計画改定業務,指名競争入札,2025-05-02,2025,,,,5800000,大日コンサルタント株式会社 埼玉事務所,10,道路,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道マンホール蓋調査業務（下維-R7-S4003）,指名競争入札,2025-05-02,2025,,,,13960000,株式会社パスコ さいたま支店,10,下水道,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度街路樹再整備計画策定業務（主要地方道さいたま川口線）,指名競争入札,2025-05-02,2025,,,,10555000,株式会社建設技術研究所 関東事務所,10,道路,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度道路案内標識改善検討業務,指名競争入札,2025-05-02,2025,,,,8340000,株式会社建設技術研究所 関東事務所,10,道路,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道管路施設データ更新・判定業務（下維-R7-S101）,指名競争入札,2025-05-02,2025,,,,17500000,株式会社ＮＪＳ 関東事務所,10,下水道,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,大宮駅周辺地域・さいたま新都心駅周辺地域 都市再生安全確保計画改定業務,指名競争入札,2025-04-30,2025,,,,6470000,応用地質株式会社 東京事務所,8,都市計画,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和７年度 駅前賑わい拠点まちづくり検討業務,指名競争入札,2025-04-30,2025,,,,7470000,株式会社国際開発コンサルタンツ 北関東事務所,8,都市計画,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和７年度氷川参道歩行者専用化調査検討業務,指名競争入札,2025-04-30,2025,,,,4300000,株式会社エイト日本技術開発 北関東支店,8,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）土呂農住特定２号街区公園実施設計業務（補）,指名競争入札,2025-04-25,2025,6290000,6290000,4953000,4953000,株式会社宮原設計測量 本店,7,公園・緑地,false,0.787,0.787
さいたま市,さいたま市 財政局契約管理部 契約課,（仮称）指扇３号街区公園実施設計業務（補）,指名競争入札,2025-04-25,2025,7920000,7920000,6303000,6303000,株式会社彩都コンサルタント 本店,7,公園・緑地,false,0.796,0.796
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和７年度新庁舎整備等に係る歩行者デッキ基本調査等業務,指名競争入札,2025-04-23,2025,,,,12100000,株式会社長大 北関東支店,8,道路,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,大宮駅西口ウォーカブル推進方策検討業務（R7）,指名競争入札,2025-04-23,2025,,,,2500000,株式会社ＵＧ都市建築 本店,5,都市計画,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道建設課,下水道事業施工監理業務（南建-R7-901）,指名競争入札,2025-04-22,2025,,,,15000000,株式会社シーエスエンジニアズ 本店,10,下水道,false,,
さいたま市,さいたま市 都市局みどり公園推進部 （都市局みどり公園推進部）,上加自然の森外３緑地現況調査業務,指名競争入札,2025-04-17,2025,,,3026000,3680000,株式会社宮原設計測量 本店,5,公園・緑地,false,,
さいたま市,さいたま市 都市局みどり公園推進部 （都市局みどり公園推進部）,風渡野緑地公園外３緑地現況調査業務,指名競争入札,2025-04-17,2025,,,2638000,3230000,株式会社彩都コンサルタント 本店,5,公園・緑地,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,発注者支援業務（R7北建道建）,指名競争入札,2025-04-16,2025,,,,18400000,株式会社ＵＲリンケージ 埼玉事務所,10,発注者支援,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和７年度大宮駅グランドセントラルステーション化構想推進業務,指名競争入札,2025-04-16,2025,,,,49850000,パシフィックコンサルタンツ株式会社 埼玉事務所,10,都市計画,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路建設課,発注者支援業務（R7南建道建）,指名競争入札,2025-04-15,2025,,,,18500000,株式会社ＵＲリンケージ 埼玉事務所,10,発注者支援,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 換地修正・画地確定測量外業務（R7-1単契）,指名競争入札,2025-04-15,2025,,,,426000,東日本総合計画株式会社 本店,5,測量,false,,
さいたま市,さいたま市 建設局南部建設事務所 道路安全対策課,羽根倉橋（下り線）耐震補強修正設計業務（ゼロ債）,指名競争入札,2025-03-19,2024,,,,34800000,株式会社長大 北関東支店,10,橋梁,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,水位情報システム保守運用業務（河R7）,随意契約,2025-03-17,2024,,,,,,1,設備設計,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（北建－Ｒ６－４０１）,随意契約,2025-03-14,2024,1370000,1370000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,自転車通行環境詳細設計業務（主要地方道川口上尾線外５路線）（ゼロ債）,一般競争入札（ダイレクト入札）,2025-03-13,2024,10980000,10980000,8828000,8828000,株式会社建設技術センター 本店,14,道路,false,0.804,0.804
さいたま市,さいたま市 財政局契約管理部 契約課,北谷ツポンプ場樋管外詳細設計修正業務（南河Ｒ６）（２債）,一般競争入札（ダイレクト入札）,2025-03-13,2024,17240000,17240000,13844000,13844000,東京コンサルタンツ株式会社 さいたま事務所,5,下水道,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業実施設計業務（北建－Ｒ６－１０２）,一般競争入札（ダイレクト入札）,2025-03-13,2024,24540000,24540000,19641000,19641000,ジーアンドエスエンジニアリング株式会社 埼玉営業所,41,下水道,false,0.8,0.8
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,柏崎第1排水区既設水路等水理解析業務（北建-R6-910）,指名競争入札,2025-03-05,2024,,,,2980000,株式会社シーエスエンジニアズ 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業基本設計現況調査業務（北建-R6-909）,指名競争入札,2025-03-05,2024,,,,2450000,株式会社ＧＩＳ関東 本店,8,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路安全対策課,共栄橋耐震補強検討業務（ゼロ債）,指名競争入札,2025-03-05,2024,,,,19550000,株式会社エイト日本技術開発 北関東支店,10,橋梁,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,道路測量設計業務（市道Ｄ５５０号線）（ゼロ債）,指名競争入札,2025-02-21,2024,5560000,5560000,4414000,5200000,第一測量設計株式会社 本店,6,道路,false,0.935,0.794
さいたま市,さいたま市 水道局業務部 管財課,東浦和浄水場更新工事（既存施設撤去）の積算業務,指名競争入札,2025-02-20,2024,8950000,8950000,7180000,8600000,日本水工設計株式会社 関東事務所,6,上水道,false,0.961,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,高台堀排水路詳細設計業務（北河Ｒ７）（ゼロ債）,指名競争入札,2025-02-14,2024,2910000,2910000,2336000,2730000,塩川設計測量株式会社 本店,5,下水道,false,0.938,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,ゾーン３０プラス整備設計業務（南部Ｒ７）（ゼロ債）,指名競争入札,2025-02-14,2024,6260000,6260000,5025000,5600000,埼玉コンサルタント株式会社 本店,6,道路,false,0.895,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ６－８５４）,随意契約,2025-02-14,2024,2060000,2060000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,普通河川宮前川詳細設計業務（北河Ｒ７）（ゼロ債）,随意契約,2025-02-14,2024,2060000,2060000,,,,1,河川・砂防,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,馬込２号排水路詳細設計業務（北河Ｒ７）（ゼロ債）,随意契約,2025-02-14,2024,2060000,2060000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,柏崎排水路詳細設計業務（北河Ｒ７）（ゼロ債）,随意契約,2025-02-14,2024,2060000,2060000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,準用河川新川詳細設計業務（北河Ｒ７）（ゼロ債）,随意契約,2025-02-14,2024,2260000,2260000,,,,1,河川・砂防,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,準用河川黒谷川詳細設計業務（北河Ｒ７）（ゼロ債）,随意契約,2025-02-14,2024,3270000,3270000,,,,1,河川・砂防,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南建－Ｒ６－８０１）,随意契約,2025-02-14,2024,4340000,4340000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,自転車通行環境詳細設計業務（主要地方道さいたま菖蒲線外２路線）（ゼロ債）,一般競争入札（ダイレクト入札）,2025-02-13,2024,9150000,9150000,7344000,7344000,株式会社ＧＩＳ関東 本店,15,道路,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,道路詳細設計業務（一般県道鴻巣桶川さいたま線・Ｒ７宮町工区）（ゼロ債）,指名競争入札,2025-02-07,2024,5050000,5050000,4048000,4750000,共和コンサルタント株式会社 本店,6,道路,false,0.941,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,道路詳細設計業務（一般県道蒲生岩槻線・Ｒ７釣上工区）（ゼロ債）,指名競争入札,2025-01-31,2024,1970000,1970000,1583000,1790000,第一測量設計株式会社 本店,5,道路,false,0.909,0.804
さいたま市,さいたま市 財政局契約管理部 契約課,道路詳細設計業務（一般国道１２２号・Ｒ７加倉工区）（ゼロ債）,指名競争入札,2025-01-31,2024,3730000,3730000,2994000,3500000,共和コンサルタント株式会社 本店,5,道路,false,0.938,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,ゾーン３０プラス整備設計業務（北部Ｒ７）（ゼロ債）,指名競争入札,2025-01-31,2024,4670000,4670000,3748000,3880000,株式会社新日本エグザ 本店,6,道路,false,0.831,0.803
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業基本設計構造検討業務（北建-R6-205）,随意契約,2025-01-30,2024,,,,,,1,下水道,true,,
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,西町排水区計画外水位解析業務（北建-R6-908）,指名競争入札,2025-01-29,2024,,,,1040000,株式会社東京建設コンサルタント 埼玉事務所,8,下水道,false,,
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 換地修正・画地確定測量外業務（R6-3単契）,指名競争入札,2025-01-21,2024,,,,402000,東日本総合計画株式会社 本店,5,測量,false,,
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和6年度 大宮駅グランドセントラルステーション化構想推進業務（その３）,指名競争入札,2025-01-15,2024,,,,4000000,株式会社上野計画事務所 本店,5,都市計画,false,,
さいたま市,さいたま市 建設局南部建設事務所 下水道再整備課,下水道事業設計積算検討業務（南再-R6-803）,指名競争入札,2025-01-14,2024,,,,1050000,株式会社関東工社 本店,8,下水道,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,スマイルロード整備工事に伴う詳細設計業務（市道第３０７号線）,指名競争入札,2025-01-10,2024,5680000,5680000,4501000,4501000,埼玉コンサルタント株式会社 本店,6,道路,false,0.792,0.792
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その７－６）の実施設計,指名競争入札,2025-01-09,2024,2450000,2450000,1966000,2300000,埼玉測量設計株式会社 本店,5,上水道,false,0.939,0.802
さいたま市,さいたま市 建設局北部建設事務所 下水道建設課,下水道事業基本設計占用・縦断検討業務（北建-R6-204）,随意契約,2024-12-25,2024,,,,,,1,下水道,true,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道浸水対策整備促進エリア更新業務（下計-R6-12）,指名競争入札,2024-12-20,2024,,,,24700000,パシフィックコンサルタンツ株式会社 埼玉事務所,10,下水道,false,,
さいたま市,さいたま市 水道局業務部 管財課,老第３６３３号布設替工事の修正設計,指名競争入札,2024-12-19,2024,2240000,2240000,1798000,2200000,株式会社日新技術コンサルタント 埼玉出張所,5,上水道,false,0.982,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,令和６年度多目的広場実施設計業務（岩槻区並木１丁目）,指名競争入札,2024-12-13,2024,1760000,1760000,1413000,1413000,株式会社ＧＩＳ関東 本店,5,公園・緑地,false,0.803,0.803
さいたま市,さいたま市 水道局業務部 管財課,相野原配水場第２号取水井整備工事に伴う工作物申請支援業務,指名競争入札,2024-12-05,2024,1130000,1130000,909000,1000000,株式会社東洋設計事務所 埼玉出張所,5,上水道,false,0.885,0.804
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）電線共同溝詳細設計外業務（一般県道曲本さいたま線）（２債）,一般競争入札（ダイレクト入札）,2024-12-03,2024,20020000,20020000,16072000,16072000,日本設計株式会社 埼玉営業所,26,道路,false,0.803,0.803
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,大門下野田特定土地区画整理事業 換地修正・画地確定測量外業務（R6-2）,随意契約,2024-11-27,2024,,,,,,3,測量,true,,
さいたま市,さいたま市 建設局南部建設事務所 河川整備課,江川外樋門ゲート操作方針検討業務（南河R6）,指名競争入札,2024-11-26,2024,,,,3300000,東京コンサルタンツ株式会社 さいたま事務所,8,設備設計,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,主要排水路健全度評価業務（河R6）,指名競争入札,2024-11-21,2024,,,,10100000,株式会社日本水工コンサルタント 関東支店,10,下水道,false,,
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その７－５）の実施設計,指名競争入札,2024-11-21,2024,2620000,2620000,2104000,2550000,株式会社彩都コンサルタント 本店,5,上水道,false,0.973,0.803
さいたま市,さいたま市 水道局業務部 管財課,配水支管布設工事（その７－４）の実施設計,指名競争入札,2024-11-21,2024,3530000,3530000,2832000,2832000,株式会社東都コンサルタント 本店,5,上水道,false,0.802,0.802
さいたま市,さいたま市 都市局都心整備部 （都市局都心整備部）,令和６年度氷川参道整備に関する住民意見聴取支援業務,指名競争入札,2024-11-20,2024,,,,2400000,株式会社エイト日本技術開発 北関東支店,5,都市計画,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業詳細設計業務（南再－Ｒ６－８０１）,随意契約,2024-11-15,2024,4340000,4340000,,,,1,下水道,true,,
さいたま市,さいたま市 財政局契約管理部 契約課,大宮駅西口駅前広場詳細設計業務（市道２１９６５号線）,一般競争入札（ダイレクト入札）,2024-11-14,2024,12470000,12470000,9935000,9935000,株式会社協和コンサルタンツ 関東営業所,16,公園・緑地,false,0.797,0.797
