取得日時,入札方式,調達案件名称,案件番号,開札日,年度,設計額,予定価格,調査基準価格,課所名,発注部局,落札業者名,落札金額,参加業者数,分野分類,発注方式,不調,落札率,調査価格率
2026/05/20 14:57:09,一般競争入札（ダイレクト入札）,総委重）社資（河川）工事（綾瀬川横根地区樋管詳細設計業務委託その３）,25000017109,2025-06-11,2025,12690000,12690000,10193000,埼玉県 県土整備部 総合治水事務所,県土整備部,セントラルコンサルタント株式会社 北関東営業所,10193000,16,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:57:11,一般競争入札（ダイレクト入札）,総委重）社資（河川）工事（綾瀬川横根地区樋管詳細設計業務委託その２）,25000017088,2025-06-11,2025,12690000,12690000,10193000,埼玉県 県土整備部 総合治水事務所,県土整備部,株式会社建設技術研究所 関東事務所,10193000,16,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:57:13,指名競争入札,砂防施設（補助）工事（Ｒ７上の山地すべり対策工詳細設計業務委,25000031530,2025-06-11,2025,4578000,4578000,3680000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,サンコーコンサルタント株式会社 北関東支店,3680000,11,河川・砂防,指名競争入札,false,0.804,0.804
2026/05/20 14:57:15,一般競争入札（ダイレクト入札）,総委重）社資（河川）工事（綾瀬川横根地区樋管詳細設計業務委託その１）,25000017037,2025-06-11,2025,18136000,18136000,14564000,埼玉県 県土整備部 総合治水事務所,県土整備部,株式会社ジェーエステック 本店,14564000,16,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:57:17,指名競争入札,７小諸尾根治山測量設計業務委託,25000030834,2025-06-11,2025,3620000,3620000,2905000,埼玉県 農林部 秩父農林振興センター,農林部,株式会社荒川瀧石 本店,3330000,10,河川・砂防,指名競争入札,false,0.92,0.802
2026/05/20 14:57:20,指名競争入札,７高指沢治山測量設計業務委託,25000031108,2025-06-11,2025,4790000,4790000,3840000,埼玉県 農林部 秩父農林振興センター,農林部,株式会社ヤマホン 本店,4320000,11,河川・砂防,指名競争入札,false,0.902,0.802
2026/05/20 14:57:22,指名競争入札,７三河谷治山測量設計業務委託,25000030661,2025-06-11,2025,5120000,5120000,4085000,埼玉県 農林部 秩父農林振興センター,農林部,株式会社南建設 本店,4670000,11,河川・砂防,指名競争入札,false,0.912,0.798
2026/05/20 14:57:24,指名競争入札,７大日沢治山測量設計業務委託,25000030651,2025-06-11,2025,7210000,7210000,5738000,埼玉県 農林部 秩父農林振興センター,農林部,旭測地設計株式会社 本店,6500000,11,河川・砂防,指名競争入札,false,0.902,0.796
2026/05/20 14:57:26,一般競争入札（ダイレクト入札）,道路改築工事（道路概略設計業務委託）,25000023692,2025-06-10,2025,18141000,18141000,14574000,埼玉県 県土整備部 道路街路課,県土整備部,株式会社福山コンサルタント 埼玉営業所,14574000,23,道路,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:57:32,一般競争入札（ダイレクト入札）,市野川流域小川中継圧送管二条化詳細設計業務委託その２,25200153528,2025-06-10,2025,10715000,10715000,8607000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社東朋エンジニアリング 本店,8607000,28,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:57:34,一般競争入札（ダイレクト入札）,７美里－２号美里甘粕地区産業団地実施設計業務委託,25100152591,2025-06-10,2025,69568000,69568000,55734000,埼玉県 総務部 入札課,その他部局,株式会社協和コンサルタンツ 関東営業所,55734000,11,その他,一般競争入札（ダイレクト入札）,false,0.801,0.801
2026/05/20 14:57:36,一般競争入札（ダイレクト入札）,市野川流域小川中継圧送管二条化詳細設計業務委託その１,25200153527,2025-06-10,2025,14227000,14227000,11427000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社三水コンサルタント 埼玉事務所,11427000,24,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:57:39,一般競争入札（ダイレクト入札）,古利根流域栗橋大利根幹線人孔浮上診断業務委託その３,25200153526,2025-06-10,2025,13554000,13554000,10693000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日本設計コンサルタント 本店,10693000,19,下水道,一般競争入札（ダイレクト入札）,false,0.789,0.789
2026/05/20 14:57:41,一般競争入札（ダイレクト入札）,古利根流域栗橋大利根幹線人孔浮上診断業務委託その２,25200153525,2025-06-10,2025,13662000,13662000,10782000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,ピーシー技研株式会社 本店,10782000,19,下水道,一般競争入札（ダイレクト入札）,false,0.789,0.789
2026/05/20 14:57:43,指名競争入札,砂防維持修繕工事（中の沢工区概成報告書作成業務委託）,25000026197,2025-06-10,2025,5645000,5645000,4436000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,大日本ダイヤコンサルタント株式会社 関東支社,4436000,11,河川・砂防,指名競争入札,false,0.786,0.786
2026/05/20 14:57:45,一般競争入札（ダイレクト入札）,古利根流域栗橋大利根幹線人孔浮上診断業務委託その１,25200153524,2025-06-10,2025,13961000,13961000,11019000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日本水工コンサルタント 関東支店,11019000,19,下水道,一般競争入札（ダイレクト入札）,false,0.789,0.789
2026/05/20 14:57:47,指名競争入札,砂防施設工事（長留川旧川敷整備測量設計業務委託）,25000024892,2025-06-10,2025,9021000,9021000,7133000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社千島測量設計 本店,8186000,12,河川・砂防,指名競争入札,false,0.907,0.791
2026/05/20 14:57:49,一般競争入札（ダイレクト入札）,古利根流域処理場沈砂池ポンプ棟耐水化詳細設計業務委託,25200153563,2025-06-10,2025,10213000,10213000,8204000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日新技術コンサルタント 埼玉出張所,8204000,9,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:57:52,一般競争入札（ダイレクト入札）,古利根流域処理場電気棟外耐水化詳細設計業務委託,25200153561,2025-06-10,2025,17172000,17172000,13791000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社新日本エグザ 本店,13791000,11,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:57:57,随意契約,道路改築工事（道路ネットワーク構想検討業務委託）,25000034689,2025-06-10,2025,13135000,13135000,,埼玉県 県土整備部 県土整備政策課,県土整備部,,,1,道路,随意契約,true,,
2026/05/20 14:57:59,一般競争入札（ダイレクト入札）,古利根流域処理場管理棟外耐水化詳細設計業務委託,25200153560,2025-06-10,2025,17778000,17778000,14277000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社エース 埼玉営業所,14277000,10,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:02,一般競争入札（ダイレクト入札）,５２３０河川改修工事（第二大場川橋梁架換概略設計業務委託）,25100153389,2025-06-10,2025,14859000,14859000,11937000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,アジア航測株式会社 埼玉支店,11937000,26,橋梁,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:04,一般競争入札（ダイレクト入札）,５２２９社資交付金（河川）工事（第二大場川樋管詳細設計業務委託）,25100153388,2025-06-10,2025,17549000,17549000,14098000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,三井共同建設コンサルタント株式会社 北関東事務所,14098000,33,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:06,一般競争入札（ダイレクト入札）,総委重）５２０１道路改築事業工事（道路等詳細設計業務委託 朝霞工区）,25000002761,2025-06-09,2025,65350000,65350000,52473000,埼玉県 総務部 入札課,その他部局,セントラルコンサルタント株式会社 北関東営業所,52473000,5,道路,総合評価,false,0.803,0.803
2026/05/20 14:58:08,一般競争入札（ダイレクト入札）,０２５大委第２０－１号 西部系サージタンク検討業務委託,25100153321,2025-06-06,2025,18170000,18170000,14587000,埼玉県 企業局 大久保浄水場,企業局,株式会社復建技術コンサルタント 埼玉事務所,14587000,3,その他,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:10,一般競争入札（ダイレクト入札）,路面下空洞調査業務委託（その４）,25100153332,2025-06-05,2025,13379000,13379000,10658000,埼玉県 県土整備部 道路環境課,県土整備部,株式会社アサノ大成基礎エンジニアリング 北関東事務所,10658000,13,道路,一般競争入札（ダイレクト入札）,false,0.797,0.797
2026/05/20 14:58:13,一般競争入札（ダイレクト入札）,河川改修工事（倉松川整備手法基礎検討業務委託）,25000019442,2025-06-05,2025,17878000,17878000,14362000,埼玉県 県土整備部 総合治水事務所,県土整備部,株式会社ニュージェック 埼玉事務所,14362000,8,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:15,一般競争入札（ダイレクト入札）,河川改修工事（芝川工事監督支援業務委託その２）,25000019968,2025-06-05,2025,17971000,17971000,14548000,埼玉県 県土整備部 さいたま県土整備事務所,県土整備部,株式会社日建技術コンサルタント 埼玉事務所,14548000,9,施工監理,一般競争入札（ダイレクト入札）,false,0.81,0.81
2026/05/20 14:58:17,一般競争入札（ダイレクト入札）,河川改修工事（芝川工事監督支援業務委託その１）,25000019917,2025-06-05,2025,18126000,18126000,14673000,埼玉県 県土整備部 さいたま県土整備事務所,県土整備部,株式会社東京建設コンサルタント 埼玉事務所,14673000,9,施工監理,一般競争入札（ダイレクト入札）,false,0.81,0.81
2026/05/20 14:58:23,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その５）,25100153331,2025-06-05,2025,12843000,12843000,10360000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,ピーシー技研株式会社 本店,10360000,46,橋梁,一般競争入札（ダイレクト入札）,false,0.807,0.807
2026/05/20 14:58:25,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その４）,25000016175,2025-06-05,2025,14004000,14004000,11250000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,ジーアンドエスエンジニアリング株式会社 埼玉営業所,11250000,54,橋梁,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:27,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その３）,25000016174,2025-06-05,2025,14409000,14409000,11584000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,株式会社中央技術コンサルタンツ 北関東支店,11584000,54,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 14:58:29,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その２）,25100153330,2025-06-05,2025,14622000,14622000,11793000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,中日本建設コンサルタント株式会社 北関東事務所,11793000,46,橋梁,一般競争入札（ダイレクト入札）,false,0.807,0.807
2026/05/20 14:58:31,一般競争入札（ダイレクト入札）,社資交付金（河川）工事（第Ⅱ期・樋管詳細設計業務委託その２）,25000019992,2025-06-05,2025,11160000,11160000,8967000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,中央開発株式会社 関東支店,8967000,41,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:34,一般競争入札（ダイレクト入札）,社資交付金（河川）工事（第Ⅱ期・樋管詳細設計業務委託その１）,25000019940,2025-06-05,2025,11160000,11160000,8967000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,株式会社日本設計コンサルタント 本店,8967000,41,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:36,一般競争入札（ダイレクト入札）,道路構造物維持工事（橋梁点検業務委託その１）,25000017988,2025-06-05,2025,15537000,15537000,12487000,埼玉県 県土整備部 杉戸県土整備事務所,県土整備部,株式会社サンテックインターナショナル 埼玉営業所,12487000,54,橋梁,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 14:58:38,一般競争入札（ダイレクト入札）,社資（河川）工事（綾瀬川河道詳細設計業務委託その４）,25000015809,2025-06-04,2025,11290000,11290000,9071000,埼玉県 県土整備部 総合治水事務所,県土整備部,株式会社協和コンサルタンツ 関東営業所,9071000,45,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:58:40,一般競争入札（ダイレクト入札）,令和７年度総合都市交通体系調査（物資流動調査の政策検討）業務委託,2025001,2025-06-04,2025,,,,埼玉県 都市整備部 都市計画課,都市整備部,,,5,道路,一般競争入札（ダイレクト入札）,true,,
2026/05/20 14:58:42,指名競争入札,利根右流域処理場機械濃縮棟建築施工監理業務委託,25200153408,2025-06-03,2025,6329000,6329000,4845000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,日本水工設計株式会社 関東事務所,6300000,12,施工監理,指名競争入札,false,0.995,0.766
2026/05/20 14:58:48,一般競争入札（ダイレクト入札）,古利根流域鷲宮幹線人孔浮上診断業務委託その２,25200153411,2025-06-03,2025,14718000,14718000,11608000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日本インシーク 埼玉支店,11608000,19,下水道,一般競争入札（ダイレクト入札）,false,0.789,0.789
2026/05/20 14:58:50,一般競争入札（ダイレクト入札）,中川流域宮代幹線ミヤ１～２管渠改築実施設計業務委託,25200153308,2025-06-03,2025,11309000,11309000,,埼玉県 下水道局 中川下水道事務所,下水道局,株式会社三水コンサルタント 埼玉事務所,9084000,20,下水道,一般競争入札（ダイレクト入札）,false,0.803,
2026/05/20 14:58:53,一般競争入札（ダイレクト入札）,古利根流域鷲宮幹線人孔浮上診断業務委託その１,25200153409,2025-06-03,2025,15726000,15726000,12413000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社シーエスエンジニアズ 本店,12413000,19,下水道,一般競争入札（ダイレクト入札）,false,0.789,0.789
2026/05/20 14:58:55,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ３８～３９管渠改築実施設計業務委託,25200153306,2025-06-03,2025,12608000,12608000,,埼玉県 下水道局 中川下水道事務所,下水道局,中央開発株式会社 関東支店,10127000,18,下水道,一般競争入札（ダイレクト入札）,false,0.803,
2026/05/20 14:58:57,一般競争入札（ダイレクト入札）,中川流域中央幹線チュⅡ－１７～１８管渠改築実施設計業務委託,25200153307,2025-06-03,2025,14712000,14712000,,埼玉県 下水道局 中川下水道事務所,下水道局,株式会社ピーシーレールウェイコンサルタント 埼玉営業所,11817000,18,下水道,一般競争入札（ダイレクト入札）,false,0.803,
2026/05/20 14:58:59,一般競争入札（ダイレクト入札）,古利根流域栗橋中継圧送管二条化詳細設計業務委託その２,25200153413,2025-06-03,2025,10715000,10715000,8607000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社ジェーエステック 本店,8607000,26,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:01,一般競争入札（ダイレクト入札）,古利根流域栗橋中継圧送管二条化詳細設計業務委託その１,25200153412,2025-06-03,2025,17719000,17719000,14229000,埼玉県 下水道局 荒川左岸北部下水道事務所,下水道局,株式会社日本インシーク 埼玉支店,14229000,25,下水道,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:04,指名競争入札,河川改修工事（測量設計業務委託芦ヶ久保工区）,25000019710,2025-06-03,2025,4273000,4273000,3435000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社創栄都市技研 本店,3890000,11,河川・砂防,指名競争入札,false,0.91,0.804
2026/05/20 14:59:06,一般競争入札（ダイレクト入札）,中川流域中央幹線チュウ３７～３８管渠改築実施設計業務委託,25200153305,2025-06-03,2025,17237000,17237000,,埼玉県 下水道局 中川下水道事務所,下水道局,共和コンサルタント株式会社 本店,13854000,18,下水道,一般競争入札（ダイレクト入札）,false,0.804,
2026/05/20 14:59:08,一般競争入札（ダイレクト入札）,令和７年度イノシシ・二ホンジカ生息状況調査及び個体数推定業務,20250519,2025-06-03,2025,17840000,17840000,13380000,埼玉県 環境部 みどり自然課,その他部局,株式会社野生動物保護管理事務所 本店,17635300,2,測定・検査・調査,一般競争入札（ダイレクト入札）,false,0.989,0.75
2026/05/20 14:59:14,一般競争入札（ダイレクト入札）,砂防施設工事（下赤工川堰堤設計業務委託）,25000007444,2025-06-02,2025,17418000,17418000,13988000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社協和コンサルタンツ 関東営業所,13988000,13,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:16,指名競争入札,令和７年度二ホンジカ高標高地域捕獲業務,2025051902,2025-05-30,2025,10162000,10162000,7622000,埼玉県 環境部 みどり自然課,その他部局,株式会社ＦｏｒｅｓｔｅｒｓＰＲＯ 本店,8535000,3,その他,指名競争入札,false,0.84,0.75
2026/05/20 14:59:18,一般競争入札（ダイレクト入札）,令和７年度ツキノワグマ生息状況調査業務,20250515,2025-05-30,2025,5805000,5805000,4354000,埼玉県 環境部 みどり自然課,その他部局,一般財団法人自然環境研究センター 本店,4570000,7,測定・検査・調査,一般競争入札（ダイレクト入札）,false,0.787,0.75
2026/05/20 14:59:20,一般競争入札（ダイレクト入札）,河川改修事業（水辺）工事（除塵機等更新設計業務委託）６０３,25100153061,2025-05-29,2025,17233000,17233000,13840000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,サンコーコンサルタント株式会社 北関東支店,13840000,6,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:22,指名競争入札,災害防除工事（地すべり調査業務委託）,25000019237,2025-05-29,2025,4285000,4285000,3368000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社復建技術コンサルタント 埼玉事務所,3368000,12,河川・砂防,指名競争入札,false,0.786,0.786
2026/05/20 14:59:24,一般競争入札（ダイレクト入札）,河川改修工事・自転車歩行者道整備工事（工事監督支援業務委託）,25000014646,2025-05-29,2025,17946000,17946000,14528000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,日本振興株式会社 埼玉事務所,14528000,10,施工監理,一般競争入札（ダイレクト入札）,false,0.81,0.81
2026/05/20 14:59:27,指名競争入札,河川改修工事（大落古利根川堤根地区設計業務委託）,25000014539,2025-05-28,2025,7802000,7802000,6270000,埼玉県 県土整備部 総合治水事務所,県土整備部,株式会社大洋画地 本店,6270000,12,河川・砂防,指名競争入札,false,0.804,0.804
2026/05/20 14:59:29,簡易公募型／公募型プロポーザル方式,道の駅リニューアル推進工事（計画策定業務委託）,24100152256,2025-05-28,2025,31367000,31367000,,埼玉県 県土整備部 道路環境課,県土整備部,,,1,道路,簡易公募型／公募型プロポーザル方式,true,,
2026/05/20 14:59:31,一般競争入札（ダイレクト入札）,保留地販売等支援業務委託,25100152893,2025-05-27,2025,,,3446000,埼玉県 都市整備部 八潮新都市建設事務所,都市整備部,株式会社ＵＲリンケージ 埼玉事務所,4200000,1,その他,一般競争入札（ダイレクト入札）,false,,
2026/05/20 14:59:33,一般競争入札（ダイレクト入札）,５２３６河川改修（水辺）工事（護岸改築検討業務委託）,25100153065,2025-05-27,2025,13247000,13247000,10640000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社日本水工コンサルタント 関東支店,10640000,24,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:39,一般競争入札（ダイレクト入札）,５２０２河川改修事業（水辺）工事（辰井川排水機場１号ポンプ等分解整備設計業務委託）,25100153053,2025-05-27,2025,9707000,9707000,7798000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社日本水工コンサルタント 関東支店,7798000,9,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:41,一般競争入札（ダイレクト入札）,５２０９河川改修事業（水辺）工事（古綾瀬川排水機場１号ポンプ等分解整備設計業務委託）,25100153054,2025-05-27,2025,10497000,10497000,8432000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,三井共同建設コンサルタント株式会社 北関東事務所,8432000,9,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:43,一般競争入札（ダイレクト入札）,５２０８河川改修事業（水辺）工事（垳川排水機場４号ポンプ駆動設備等更新設計業務委託）,25100152926,2025-05-27,2025,16696000,16696000,13408000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社オリエンタルコンサルタンツ 埼玉事務所,13408000,8,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:45,指名競争入札,７荒設第１号経済効果算定業務委託,25000023677,2025-05-27,2025,4100000,4100000,3294000,埼玉県 農林部 大里農林振興センター,農林部,旭工榮株式会社 本店,4000000,12,農林土木,指名競争入札,false,0.976,0.803
2026/05/20 14:59:47,一般競争入札（ダイレクト入札）,総委重）河川改修工事（国補）（笹目川排水機場増強詳細設計業務委託）,25100152529,2025-05-26,2025,114492000,114492000,91883000,埼玉県 総務部 入札課,その他部局,株式会社建設技術研究所 関東事務所,91883000,4,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:59:50,一般競争入札（ダイレクト入札）,０２５大委第１４―１５―１号 中央系・工水水管橋点検業務委託,25100152835,2025-05-23,2025,8939000,8939000,6966000,埼玉県 企業局 大久保浄水場,企業局,株式会社日本海コンサルタント 関東支店,7013000,5,橋梁,一般競争入札（ダイレクト入札）,false,0.785,0.779
2026/05/20 14:59:52,一般競争入札（ダイレクト入札）,２０２７年国際園芸博覧会出展内容検討・設計業務委託,25000012923,2025-05-23,2025,12019000,12019000,9655000,埼玉県 農林部 生産振興課,農林部,株式会社日本インシーク 埼玉支店,9655000,5,農林土木,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:59:54,指名競争入札,７高柳設第１号ため池整備事業計画策定業務委託,25000019553,2025-05-23,2025,4160000,4160000,3343000,埼玉県 農林部 農村整備計画センター,農林部,旭工榮株式会社 本店,4076000,11,農業土木,指名競争入札,false,0.98,0.804
2026/05/20 14:59:56,指名競争入札,７前谷設第１号ため池整備事業計画策定業務委託,25000019753,2025-05-23,2025,4160000,4160000,3341000,埼玉県 農林部 農村整備計画センター,農林部,若鈴コンサルタンツ株式会社 埼玉事務所,3900000,11,農業土木,指名競争入札,false,0.938,0.803
2026/05/20 14:59:58,指名競争入札,７櫛設第１号管水路事業計画策定業務委託,25000019582,2025-05-23,2025,7090000,7090000,5692000,埼玉県 農林部 農村整備計画センター,農林部,旭工榮株式会社 本店,6830000,12,農林土木,指名競争入札,false,0.963,0.803
2026/05/20 15:00:04,指名競争入札,道路改築工事（測量設計業務委託）１６２,25000010409,2025-05-22,2025,8769000,8769000,6980000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社ジェーエステック 本店,6980000,13,道路,指名競争入札,false,0.796,0.796
2026/05/20 15:00:06,一般競争入札（ダイレクト入札）,社資交（改築）工事（交差点・道路詳細設計業務委託）１６１,25100152877,2025-05-22,2025,15535000,15535000,12481000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社ジェーエステック 本店,12481000,49,道路,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:00:08,一般競争入札（ダイレクト入札）,道路改築工事（（仮称）利根川新橋アクセス道路橋梁予備設計）１０３,25000008576,2025-05-22,2025,18095000,18095000,14538000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社エイト日本技術開発 北関東支店,14538000,46,橋梁,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:00:11,指名競争入札,河川改修（水辺）工事（測量設計業務委託）７０８,25000009578,2025-05-22,2025,4571000,4571000,3642000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,有限会社エスケイプランニング 本店,4430000,11,河川・砂防,指名競争入札,false,0.969,0.797
2026/05/20 15:00:13,指名競争入札,５２３１河川改修工事（第二大場川護岸詳細設計業務委託）,25100153050,2025-05-22,2025,6666000,6666000,5358000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,株式会社ジェーエステック 本店,5358000,11,河川・砂防,指名競争入札,false,0.804,0.804
2026/05/20 15:00:15,一般競争入札（ダイレクト入札）,河川改修工事（忍川・環境影響評価業務委託）,25000009346,2025-05-22,2025,15858000,15858000,12730000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,セントラルコンサルタント株式会社 北関東営業所,12730000,14,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:00:17,指名競争入札,河川改修工事（忍川・樋管修正設計業務委託その１）,25000005250,2025-05-22,2025,6884000,6884000,5532000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,明治コンサルタント株式会社 埼玉営業所,5532000,11,河川・砂防,指名競争入札,false,0.804,0.804
2026/05/20 15:00:19,指名競争入札,５２３３自転車歩行者道整備工事（測量設計業務委託）,25000009606,2025-05-22,2025,5073000,5073000,3958000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,埼玉測量設計株式会社 本店,4780000,11,測量,指名競争入札,false,0.942,0.78
2026/05/20 15:00:21,指名競争入札,河川改修工事（忍川・樋管修正設計業務委託その２）,25000005272,2025-05-22,2025,7142000,7142000,5739000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,株式会社ジェーエステック 本店,5739000,11,河川・砂防,指名競争入札,false,0.804,0.804
2026/05/20 15:00:24,指名競争入札,７雀川上雲線森林管理道測量設計業務,25000015613,2025-05-22,2025,3040000,3040000,2370000,埼玉県 農林部 寄居林業事務所,農林部,株式会社千島測量設計 本店,2764000,21,農林土木,指名競争入札,false,0.909,0.78
2026/05/20 15:00:29,指名競争入札,街路整備工事（交通量推計業務委託）,25000011707,2025-05-21,2025,8890000,8890000,7140000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,セントラルコンサルタント株式会社 北関東営業所,7140000,12,道路,指名競争入札,false,0.803,0.803
2026/05/20 15:00:31,一般競争入札（ダイレクト入札）,県立浦和商業高校擁壁予備設計業務委託,25001,2025-05-21,2025,3134000,3134000,2520000,埼玉県 教育機関 浦和商業高等学校,その他部局,株式会社日本水工コンサルタント 関東支店,2520000,4,地質・地盤,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 15:00:34,一般競争入札（ダイレクト入札）,道路構造物維持工事（電線共同溝詳細設計業務委託・上工区）,25100152876,2025-05-21,2025,17993000,17993000,14454000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,キタイ設計株式会社 埼玉事務所,14454000,31,道路,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 15:00:36,一般競争入札（ダイレクト入札）,南部流域鴨川幹線ほか人孔改築検討業務委託,25200152831,2025-05-19,2025,14286000,14286000,11383000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,シーエスコンサルタント株式会社 本店,11383000,25,下水道,一般競争入札（ダイレクト入札）,false,0.797,0.797
2026/05/20 15:00:38,一般競争入札（ダイレクト入札）,南部流域南部幹線ほか人孔改築検討業務委託,25200152830,2025-05-19,2025,14374000,14374000,11454000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,株式会社関東工社 本店,11454000,23,下水道,一般競争入札（ダイレクト入札）,false,0.797,0.797
2026/05/20 15:00:40,随意契約,橋りょう修繕工事（環境対策検討業務委託）３８１,25000004417,2025-05-15,2025,18172000,18172000,,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,,,1,橋梁,随意契約,true,,
2026/05/20 15:00:42,指名競争入札,河川改修工事（鴻沼川積算支援業務委託その３）,25000009672,2025-05-15,2025,8493000,8493000,6814000,埼玉県 県土整備部 さいたま県土整備事務所,県土整備部,株式会社ＵＲリンケージ 埼玉事務所,6814000,12,発注者支援,指名競争入札,false,0.802,0.802
